Date,Positive Total,Positive New,Probable Total,Probable New
5/21/2020,92089,978,2885,140
5/22/2020,92955,866,2995,110
5/23/2020,93345,390,3032,37
5/24/2020,93646,301,3072,40
5/25/2020,93844,198,3130,58
5/26/2020,94711,867,3230,100
5/27/2020,95405,694,3337,107
5/28/2020,96051,646,3456,119
5/29/2020,96584,533,3550,94
5/30/2020,96854,270,3586,36
5/31/2020,97016,162,3621,35
6/1/2020,97524,508,3686,65
6/2/2020,97971,447,3737,51
6/3/2020,98433,462,3812,75
6/4/2020,98816,383,3864,52
6/5/2020,99155,339,3956,92
6/6/2020,99304,149,3988,32
6/7/2020,99455,151,4008,20
6/8/2020,99810,355,4079,71
6/9/2020,100155,345,4159,80
6/10/2020,100412,257,4260,101
6/11/2020,100641,229,4339,79
6/12/2020,100898,257,4391,52
6/13/2020,100996,98,4410,19
6/14/2020,101073,77,4437,27
6/15/2020,101308,235,4513,76
6/16/2020,101508,200,4573,60
6/17/2020,101756,248,4662,89
6/18/2020,101998,242,4732,70
6/19/2020,102174,176,4791,59
6/20/2020,102267,93,4811,20
6/21/2020,102346,79,4826,15
6/22/2020,102575,229,4894,68
6/23/2020,102763,188,4981,87
6/24/2020,102974,211,5049,68
6/25/2020,103180,206,5128,79
6/26/2020,103380,200,5205,77
6/27/2020,103515,135,5225,20
6/28/2020,103584,69,5245,20
6/29/2020,103785,201,5314,69
6/30/2020,104002,217,5411,97
7/1/2020,104221,219,5521,110
7/2/2020,104445,224,5623,102
7/3/2020,104543,98,5681,58
7/4/2020,104605,62,5696,15
7/5/2020,104706,101,5730,34
7/6/2020,104947,241,5796,66
7/7/2020,105187,240,5900,104
7/8/2020,105402,215,5977,77
7/9/2020,105652,250,6069,92
7/10/2020,105878,226,6203,134
7/11/2020,105993,115,6245,42
7/12/2020,106083,90,6284,39
7/13/2020,106344,261,6396,112
7/14/2020,106568,224,6468,72
7/15/2020,106854,286,6558,90
7/16/2020,107064,210,6648,90
7/17/2020,107245,181,6768,120
7/18/2020,107362,117,6839,71
7/19/2020,107425,63,6884,45
7/20/2020,107657,232,6950,66
7/21/2020,107837,180,7062,112
7/22/2020,108029,192,7110,48
7/23/2020,108196,167,7192,82
7/24/2020,108311,115,7233,41
7/25/2020,108380,69,7256,23
7/26/2020,108380,0,7257,1
