Date,Positive Total,Positive New,Probable Total,Probable New
5/21/2020,92082,978,2892,140
5/22/2020,92948,866,3001,109
5/23/2020,93338,390,3038,37
5/24/2020,93639,301,3077,39
5/25/2020,93837,198,3134,57
5/26/2020,94704,867,3234,100
5/27/2020,95398,694,3342,108
5/28/2020,96044,646,3461,119
5/29/2020,96577,533,3554,93
5/30/2020,96847,270,3591,37
5/31/2020,97009,162,3625,34
6/1/2020,97517,508,3690,65
6/2/2020,97964,447,3741,51
6/3/2020,98426,462,3812,71
6/4/2020,98809,383,3864,52
6/5/2020,99148,339,3957,93
6/6/2020,99297,149,3989,32
6/7/2020,99448,151,4009,20
6/8/2020,99803,355,4081,72
6/9/2020,100147,344,4161,80
6/10/2020,100404,257,4265,104
6/11/2020,100633,229,4342,77
6/12/2020,100889,256,4394,52
6/13/2020,100987,98,4414,20
6/14/2020,101064,77,4441,27
6/15/2020,101299,235,4517,76
6/16/2020,101499,200,4578,61
6/17/2020,101747,248,4666,88
6/18/2020,101988,241,4736,70
6/19/2020,102164,176,4794,58
6/20/2020,102257,93,4814,20
6/21/2020,102336,79,4829,15
6/22/2020,102564,228,4898,69
6/23/2020,102754,190,4985,87
6/24/2020,102965,211,5054,69
6/25/2020,103171,206,5134,80
6/26/2020,103372,201,5212,78
6/27/2020,103506,134,5233,21
6/28/2020,103576,70,5253,20
6/29/2020,103777,201,5322,69
6/30/2020,103997,220,5419,97
7/1/2020,104215,218,5528,109
7/2/2020,104438,223,5631,103
7/3/2020,104535,97,5689,58
7/4/2020,104597,62,5702,13
7/5/2020,104697,100,5736,34
7/6/2020,104936,239,5802,66
7/7/2020,105177,241,5904,102
7/8/2020,105393,216,5983,79
7/9/2020,105645,252,6076,93
7/10/2020,105873,228,6210,134
7/11/2020,105989,116,6252,42
7/12/2020,106078,89,6293,41
7/13/2020,106343,265,6405,112
7/14/2020,106574,231,6479,74
7/15/2020,106875,301,6571,92
7/16/2020,107119,244,6662,91
7/17/2020,107343,224,6779,117
7/18/2020,107473,130,6850,71
7/19/2020,107545,72,6896,46
7/20/2020,107828,283,6966,70
7/21/2020,108087,259,7086,120
7/22/2020,108343,256,7194,108
7/23/2020,108596,253,7362,168
7/24/2020,108855,259,7466,104
7/25/2020,109015,160,7491,25
7/26/2020,109116,101,7533,42
7/27/2020,109473,357,7688,155
7/28/2020,109785,312,7797,109
7/29/2020,110094,309,7904,107
7/30/2020,110516,422,8000,96
7/31/2020,110788,272,8110,110
8/1/2020,110907,119,8125,15
8/2/2020,110993,86,8141,16
8/3/2020,111032,39,8167,26
8/4/2020,111033,1,8170,3
