Date,Positive Total,Positive New,Probable Total,Probable New
5/21/2020,92083,969,2891,140
5/22/2020,92949,866,3000,109
5/23/2020,93339,390,3037,37
5/24/2020,93640,301,3076,39
5/25/2020,93838,198,3133,57
5/26/2020,94705,867,3233,100
5/27/2020,95399,694,3341,108
5/28/2020,96045,646,3460,119
5/29/2020,96578,533,3553,93
5/30/2020,96848,270,3590,37
5/31/2020,97010,162,3624,34
6/1/2020,97518,508,3689,65
6/2/2020,97965,447,3740,51
6/3/2020,98427,462,3811,71
6/4/2020,98810,383,3863,52
6/5/2020,99149,339,3956,93
6/6/2020,99298,149,3988,32
6/7/2020,99449,151,4008,20
6/8/2020,99804,355,4080,72
6/9/2020,100148,344,4160,80
6/10/2020,100405,257,4264,104
6/11/2020,100634,229,4341,77
6/12/2020,100890,256,4393,52
6/13/2020,100988,98,4413,20
6/14/2020,101065,77,4440,27
6/15/2020,101300,235,4516,76
6/16/2020,101500,200,4577,61
6/17/2020,101748,248,4665,88
6/18/2020,101989,241,4735,70
6/19/2020,102165,176,4793,58
6/20/2020,102258,93,4813,20
6/21/2020,102337,79,4828,15
6/22/2020,102565,228,4897,69
6/23/2020,102755,190,4984,87
6/24/2020,102966,211,5053,69
6/25/2020,103172,206,5134,81
6/26/2020,103373,201,5212,78
6/27/2020,103507,134,5233,21
6/28/2020,103577,70,5254,21
6/29/2020,103778,201,5323,69
6/30/2020,103998,220,5420,97
7/1/2020,104216,218,5529,109
7/2/2020,104439,223,5630,101
7/3/2020,104536,97,5688,58
7/4/2020,104597,61,5701,13
7/5/2020,104697,100,5735,34
7/6/2020,104936,239,5801,66
7/7/2020,105177,241,5903,102
7/8/2020,105392,215,5982,79
7/9/2020,105645,253,6075,93
7/10/2020,105875,230,6209,134
7/11/2020,105991,116,6251,42
7/12/2020,106081,90,6292,41
7/13/2020,106347,266,6403,111
7/14/2020,106578,231,6477,74
7/15/2020,106878,300,6569,92
7/16/2020,107122,244,6660,91
7/17/2020,107345,223,6777,117
7/18/2020,107474,129,6848,71
7/19/2020,107546,72,6895,47
7/20/2020,107830,284,6967,72
7/21/2020,108089,259,7088,121
7/22/2020,108346,257,7196,108
7/23/2020,108603,257,7363,167
7/24/2020,108862,259,7467,104
7/25/2020,109022,160,7493,26
7/26/2020,109124,102,7535,42
7/27/2020,109482,358,7691,156
7/28/2020,109800,318,7799,108
7/29/2020,110118,318,7906,107
7/30/2020,110557,439,8002,96
7/31/2020,110874,317,8123,121
8/1/2020,111013,139,8140,17
8/2/2020,111111,98,8187,47
8/3/2020,111290,179,8242,55
8/4/2020,111367,77,8269,27
8/5/2020,111371,4,8272,3
