Date,Positive Total,Positive New,Probable Total,Probable New
5/21/2020,92098,978,2888,140
5/22/2020,92964,866,2998,110
5/23/2020,93354,390,3035,37
5/24/2020,93655,301,3075,40
5/25/2020,93853,198,3133,58
5/26/2020,94720,867,3233,100
5/27/2020,95414,694,3340,107
5/28/2020,96060,646,3459,119
5/29/2020,96593,533,3553,94
5/30/2020,96863,270,3589,36
5/31/2020,97025,162,3624,35
6/1/2020,97534,509,3689,65
6/2/2020,97981,447,3740,51
6/3/2020,98443,462,3815,75
6/4/2020,98826,383,3867,52
6/5/2020,99166,340,3959,92
6/6/2020,99315,149,3991,32
6/7/2020,99466,151,4011,20
6/8/2020,99821,355,4082,71
6/9/2020,100166,345,4162,80
6/10/2020,100423,257,4263,101
6/11/2020,100652,229,4342,79
6/12/2020,100909,257,4394,52
6/13/2020,101007,98,4413,19
6/14/2020,101083,76,4440,27
6/15/2020,101318,235,4516,76
6/16/2020,101518,200,4575,59
6/17/2020,101766,248,4664,89
6/18/2020,102008,242,4734,70
6/19/2020,102184,176,4793,59
6/20/2020,102277,93,4813,20
6/21/2020,102355,78,4828,15
6/22/2020,102584,229,4896,68
6/23/2020,102772,188,4983,87
6/24/2020,102983,211,5051,68
6/25/2020,103189,206,5130,79
6/26/2020,103389,200,5207,77
6/27/2020,103524,135,5227,20
6/28/2020,103593,69,5247,20
6/29/2020,103794,201,5316,69
6/30/2020,104011,217,5413,97
7/1/2020,104230,219,5523,110
7/2/2020,104454,224,5624,101
7/3/2020,104552,98,5683,59
7/4/2020,104614,62,5698,15
7/5/2020,104715,101,5731,33
7/6/2020,104956,241,5797,66
7/7/2020,105196,240,5901,104
7/8/2020,105411,215,5978,77
7/9/2020,105661,250,6070,92
7/10/2020,105885,224,6203,133
7/11/2020,105999,114,6244,41
7/12/2020,106089,90,6284,40
7/13/2020,106348,259,6397,113
7/14/2020,106565,217,6469,72
7/15/2020,106808,243,6558,89
7/16/2020,107015,207,6646,88
7/17/2020,107189,174,6767,121
7/18/2020,107296,107,6838,71
7/19/2020,107358,62,6878,40
7/20/2020,107569,211,6935,57
7/21/2020,107724,155,6987,52
7/22/2020,107852,128,7020,33
7/23/2020,107897,45,7087,67
7/24/2020,107897,0,7088,1
