Date,Positive Total,Positive New,Probable Total,Probable New
5/21/2020,92106,978,2879,140
5/22/2020,92972,866,2988,109
5/23/2020,93362,390,3025,37
5/24/2020,93663,301,3065,40
5/25/2020,93861,198,3122,57
5/26/2020,94728,867,3222,100
5/27/2020,95422,694,3330,108
5/28/2020,96068,646,3449,119
5/29/2020,96601,533,3543,94
5/30/2020,96872,271,3579,36
5/31/2020,97034,162,3614,35
6/1/2020,97543,509,3679,65
6/2/2020,97990,447,3730,51
6/3/2020,98452,462,3805,75
6/4/2020,98836,384,3857,52
6/5/2020,99177,341,3950,93
6/6/2020,99326,149,3981,31
6/7/2020,99477,151,4001,20
6/8/2020,99833,356,4072,71
6/9/2020,100178,345,4152,80
6/10/2020,100435,257,4253,101
6/11/2020,100664,229,4332,79
6/12/2020,100921,257,4384,52
6/13/2020,101019,98,4403,19
6/14/2020,101096,77,4430,27
6/15/2020,101331,235,4506,76
6/16/2020,101530,199,4566,60
6/17/2020,101778,248,4655,89
6/18/2020,102020,242,4724,69
6/19/2020,102196,176,4782,58
6/20/2020,102290,94,4801,19
6/21/2020,102368,78,4816,15
6/22/2020,102597,229,4886,70
6/23/2020,102784,187,4975,89
6/24/2020,102995,211,5044,69
6/25/2020,103201,206,5124,80
6/26/2020,103401,200,5203,79
6/27/2020,103536,135,5223,20
6/28/2020,103605,69,5243,20
6/29/2020,103805,200,5312,69
6/30/2020,104021,216,5407,95
7/1/2020,104239,218,5518,111
7/2/2020,104463,224,5621,103
7/3/2020,104561,98,5680,59
7/4/2020,104623,62,5694,14
7/5/2020,104724,101,5726,32
7/6/2020,104964,240,5792,66
7/7/2020,105203,239,5903,111
7/8/2020,105417,214,5980,77
7/9/2020,105635,218,6069,89
7/10/2020,105809,174,6205,136
7/11/2020,105889,80,6248,43
7/12/2020,105954,65,6287,39
7/13/2020,106136,182,6394,107
7/14/2020,106291,155,6437,43
7/15/2020,106484,193,6521,84
7/16/2020,106626,142,6555,34
7/17/2020,106664,38,6570,15
7/18/2020,106664,0,6574,4
